track,row,t,n_branches,alt_tok,alt_class,base_tok,alt_p,base_p,effect,null_mean,null_q95,p_value,local_change,pooled_maxcat,is_letter,sig,flat
llama,0,70,3, assuming,word, which,0.08183790119150194,0.776456387906981,0.07500000000000004,0.04882000000000002,0.09500000000000003,0.144,0.014217999999999977,0.767601,False,False,True
llama,0,70,3, with,word, which,0.08183790119150194,0.776456387906981,0.025,0.04635000000000002,0.09000000000000002,0.864,0.014217999999999977,0.767601,False,False,True
llama,0,71,2, is,word, we,0.43758408003570903,0.5618690807037733,0.04000000000000002,0.04450000000000002,0.08500000000000005,0.502,0.03906799999999999,0.765324,False,False,True
llama,0,72,2, will,word,'ll,0.1567855352833619,0.7962225996789277,0.039999999999999966,0.04118999999999996,0.07999999999999999,0.45,0.005977499999999999,0.801581,False,False,True
llama,0,73,4, call,word, denote,0.3265114206466758,0.47507131381570544,0.04500000000000001,0.04444999999999999,0.08499999999999999,0.392,0.03439649999999998,0.795604,False,False,True
llama,0,73,4, assume,word, denote,0.12011683896359283,0.47507131381570544,0.019999999999999997,0.04575000000000001,0.085,0.912,0.03439649999999998,0.795604,False,False,True
llama,0,73,4, represent,word, denote,0.06429391081283821,0.47507131381570544,0.04999999999999996,0.04368999999999997,0.08499999999999996,0.338,0.03439649999999998,0.795604,False,False,True
llama,0,76,2,".
",punct/symbol,".

",0.32404955399617846,0.6054042692610752,0.01999999999999995,0.04110999999999996,0.07999999999999999,0.908,0.04955299999999997,0.811743,False,False,True
llama,0,77,3,Since,word,To,0.08191233304004268,0.7771626239462481,0.025000000000000012,0.04459000000000002,0.0902499999999998,0.794,0.034286,0.782595,False,False,True
llama,0,77,3,First,word,To,0.05629746829917685,0.7771626239462481,0.02000000000000001,0.04418000000000001,0.08999999999999997,0.864,0.034286,0.782595,False,False,True
llama,0,78,2, find,word, do,0.051328536751916766,0.9098201309125721,0.004999999999999998,0.045159999999999985,0.08499999999999999,1.0,0.029999999999999957,0.8,False,False,True
llama,0,82,2,'ll,mixed, can,0.11518299128438268,0.8510936476543597,0.07999999999999999,0.039180000000000006,0.07500000000000002,0.036,0.07165600000000004,0.875464,False,False,False
llama,0,85,3, t,word, formula,0.283764792314642,0.36436120569311864,0.04999999999999997,0.04269999999999999,0.08499999999999996,0.302,0.033384000000000004,0.813086,False,False,True
llama,0,85,3, following,word, formula,0.25042155028023255,0.36436120569311864,0.07999999999999999,0.04056999999999997,0.08024999999999977,0.06,0.033384000000000004,0.813086,False,False,True
llama,0,86,2,":

",punct/symbol, for,0.34765061003259573,0.6494968661487577,0.04000000000000002,0.03812000000000002,0.07000000000000002,0.388,0.07470099999999998,0.838946,False,False,False
llama,0,87,2, a,word, the,0.07580089667939184,0.9234440279343444,0.009999999999999992,0.04412000000000002,0.08999999999999998,0.976,0.04746349999999999,0.77,False,False,True
llama,0,88,4, confidence,word, margin,0.38255648315482127,0.38255648315482127,0.03999999999999996,0.04178999999999998,0.08024999999999977,0.492,0.04228299999999998,0.80477,False,False,True
llama,0,88,4, sample,word, margin,0.10960428055966845,0.38255648315482127,0.095,0.04329,0.07999999999999999,0.022,0.04228299999999998,0.80477,False,False,True
llama,0,88,4, standard,word, margin,0.08535989952784774,0.38255648315482127,0.095,0.04355,0.08499999999999998,0.02,0.04228299999999998,0.80477,False,False,True
llama,0,93,2,"):

",punct/symbol,),0.29295850131421314,0.7027709528487053,0.07999999999999997,0.04148,0.08999999999999998,0.088,0.03765299999999997,0.804405,False,False,True
llama,0,94,2, for,word, in,0.4185935346816128,0.5374847377923524,0.04999999999999996,0.04138999999999999,0.08499999999999998,0.318,0.019675999999999964,0.827487,False,False,True
llama,0,101,3, Z,word, (,0.2588943314803499,0.6210551785185653,0.04,0.04448000000000001,0.08999999999999998,0.538,0.05520900000000004,0.788613,False,False,False
llama,0,101,3, z,word, (,0.07417446784903237,0.6210551785185653,0.039999999999999966,0.04075999999999996,0.08024999999999977,0.436,0.05520900000000004,0.788613,False,False,False
llama,0,102,2,z,word,Z,0.08487951868601054,0.912540804224237,0.050000000000000024,0.047840000000000014,0.09500000000000003,0.39,0.03872400000000003,0.733404,False,False,True
llama,0,103,2, ×,punct/symbol, \,0.08231427454785409,0.8849618246923706,0.03000000000000001,0.04166000000000001,0.08499999999999998,0.652,0.047447500000000024,0.772127,False,False,True
llama,0,105,3, (,punct/symbol, σ,0.13315244236492974,0.7662393783142102,0.030000000000000002,0.045219999999999996,0.08499999999999999,0.736,0.011943999999999975,0.782729,False,False,True
llama,0,105,3, sqrt,word, σ,0.0628967601889685,0.7662393783142102,0.025,0.04351000000000001,0.09500000000000001,0.798,0.011943999999999975,0.782729,False,False,True
llama,0,106,2, /,punct/symbol,),0.3194820611288547,0.6763435488738452,0.019999999999999993,0.04694000000000001,0.09,0.952,0.05820799999999997,0.781792,False,False,False
llama,0,108,2, sqrt,word, √,0.18200601139272796,0.8156943398398212,0.025000000000000012,0.04495000000000002,0.08549999999999958,0.848,0.06043949999999999,0.772736,False,False,False
llama,0,112,3,":
",punct/symbol, Z,0.3937843163284529,0.5056290708587391,0.06499999999999997,0.04453000000000001,0.08499999999999999,0.212,0.019625500000000018,0.790374,False,False,True
llama,0,112,3,":

",punct/symbol, Z,0.09956426144024184,0.5056290708587391,0.015000000000000008,0.03978999999999998,0.07499999999999998,0.904,0.019625500000000018,0.790374,False,False,True
llama,0,119,2, our,word, the,0.09534818664661723,0.9046383197578582,0.025000000000000015,0.04305000000000001,0.08999999999999997,0.796,0.01190650000000002,0.792616,False,False,True
llama,0,127,2, standard,word, population,0.06743417796063078,0.9309002094344319,0.045,0.04764000000000002,0.09500000000000003,0.53,0.04898699999999998,0.739662,False,False,True
llama,0,130,2,",",punct/symbol, (,0.16432173970785588,0.8344946387199862,0.02,0.04448000000000002,0.08500000000000002,0.876,0.01462049999999998,0.753355,False,False,True
llama,0,131,2,not,word,which,0.058776692671964864,0.9194222284896696,0.020000000000000007,0.04670000000000002,0.09000000000000004,0.892,0.05402749999999998,0.751202,False,False,False
llama,0,132,2, is,word, we,0.34804865083247344,0.6502404655288313,0.015000000000000008,0.03944999999999999,0.08499999999999996,0.932,0.032479499999999994,0.80023,False,False,True
llama,0,133,3, can,word, don,0.26627415686640077,0.6387584582557561,0.05000000000000002,0.04530000000000003,0.09000000000000002,0.41,0.007788000000000018,0.772212,False,False,True
llama,0,133,3,'ll,mixed, don,0.08644656202044126,0.6387584582557561,0.06000000000000002,0.047250000000000014,0.09000000000000004,0.274,0.007788000000000018,0.772212,False,False,True
llama,0,139,2,'ll,mixed, can,0.11875905022428226,0.8775173758951346,0.005000000000000003,0.04233999999999999,0.08499999999999998,1.0,0.022271499999999972,0.795596,False,False,True
llama,0,140,2, use,word, estimate,0.13237844709418192,0.8632159217942693,0.04000000000000001,0.044820000000000006,0.08999999999999997,0.554,0.04560799999999999,0.773324,False,False,True
llama,0,141,2, using,word, it,0.09126284790265606,0.8658777409638306,0.07000000000000002,0.04364000000000001,0.08499999999999999,0.142,0.0606605,0.754291,False,False,False
llama,0,142,3, from,word,"),",0.21851333501242176,0.5939808278402497,0.014999999999999993,0.04218999999999997,0.07999999999999999,0.942,0.06807300000000002,0.798073,False,False,False
llama,0,142,3, using,word,"),",0.1701783564192183,0.5939808278402497,0.04000000000000002,0.043120000000000006,0.08999999999999997,0.506,0.06807300000000002,0.798073,False,False,False
llama,0,150,4,First,word,Since,0.195419034923432,0.3650908220010081,0.015000000000000013,0.04511000000000001,0.08500000000000003,0.896,0.03931349999999996,0.761847,False,False,True
llama,0,150,4,5,digit,Since,0.195419034923432,0.3650908220010081,0.00999999999999999,0.04489000000000001,0.09000000000000002,1.0,0.03931349999999996,0.761847,False,False,True
llama,0,150,4,We,word,Since,0.1343094075745534,0.3650908220010081,0.05500000000000001,0.04822000000000003,0.09500000000000004,0.378,0.03931349999999996,0.761847,False,False,True
llama,0,151,2, the,word, we,0.05322630738656979,0.9434587709211542,0.02000000000000001,0.04737000000000001,0.09499999999999999,0.932,0.04982699999999998,0.784199,False,False,True
llama,0,152,3, are,word, don,0.0701417187677735,0.7540946107877015,0.03500000000000002,0.04820000000000001,0.095,0.646,0.05276500000000002,0.734372,False,False,False
llama,0,152,3, have,word, don,0.0618998495545199,0.7540946107877015,0.04000000000000002,0.04494000000000002,0.09500000000000003,0.536,0.05276500000000002,0.734372,False,False,False
llama,0,155,2, σ,word, the,0.10657326501075202,0.8923269830199214,0.030000000000000006,0.044580000000000015,0.08999999999999997,0.704,0.013201000000000008,0.763201,False,False,True
llama,0,161,2,'ll,mixed, can,0.0747138893063267,0.9102015798518224,0.09500000000000003,0.047500000000000014,0.09500000000000003,0.068,0.08440349999999999,0.697207,False,False,False
llama,0,162,2, estimate,word, use,0.08491951613094927,0.9129709397115071,0.05500000000000002,0.045790000000000004,0.08499999999999999,0.286,0.050320000000000004,0.777127,False,False,False
llama,0,165,2, variance,word, standard,0.26888860712238777,0.7309150364034154,0.045,0.048460000000000024,0.09024999999999983,0.568,0.047688999999999995,0.742311,False,False,True
llama,0,167,2, to,word, (,0.11017979511128824,0.8141246021261759,0.07500000000000004,0.047530000000000024,0.09000000000000004,0.142,0.037114499999999946,0.72894,False,False,True
llama,0,168,2,which,word,s,0.1892522682470067,0.7485072185964035,0.065,0.04990000000000002,0.095,0.29,0.07600850000000005,0.728991,False,False,False
llama,0,170,2, to,word, as,0.26620544353944114,0.7236214198101433,0.03499999999999997,0.03866999999999997,0.07999999999999999,0.468,0.05193199999999999,0.816932,False,False,False
llama,0,173,2,.,punct/symbol,":

",0.37278358871096556,0.6146162320756972,0.01500000000000001,0.04536000000000001,0.08999999999999998,0.93,0.02050800000000005,0.776225,False,False,True
llama,0,174,2,σ,word,s,0.08277098008594799,0.8898718121376845,0.04500000000000001,0.04217000000000001,0.08499999999999998,0.452,0.068829,0.763829,False,False,False
llama,0,176,2, sqrt,word, √,0.08502999149641605,0.9141584780577885,0.03500000000000002,0.04853000000000003,0.09500000000000003,0.648,0.05119149999999997,0.747553,False,False,False
llama,0,177,4,(,punct/symbol,[(,0.2157423718217287,0.5864485689516599,0.08499999999999998,0.046960000000000016,0.09,0.072,0.041617499999999974,0.789009,False,False,True
llama,0,177,4,((,punct/symbol,[(,0.13085434750994662,0.5864485689516599,0.06999999999999995,0.04280999999999999,0.08499999999999998,0.132,0.041617499999999974,0.789009,False,False,True
llama,0,177,4,[,punct/symbol,[(,0.061811217044448266,0.5864485689516599,0.06499999999999997,0.04513000000000001,0.08499999999999999,0.206,0.041617499999999974,0.789009,False,False,True
llama,0,179,2,(xi,mixed,(x,0.24466863259917798,0.7536324445337235,0.03000000000000001,0.04903000000000002,0.09000000000000001,0.78,0.027643999999999988,0.717549,False,False,True
llama,0,180,2,_i,mixed, -,0.180780898891492,0.8102037303959834,0.09000000000000004,0.04838000000000003,0.09000000000000004,0.052,0.019179500000000002,0.744594,False,False,True
llama,0,181,3, ,whitespace, μ,0.25258587713202274,0.5347243060846192,0.06000000000000003,0.050110000000000016,0.10000000000000003,0.288,0.032004000000000005,0.75488,False,False,True
llama,0,181,3, x,word, μ,0.19671407890319698,0.5347243060846192,0.04000000000000001,0.04491000000000002,0.08500000000000003,0.566,0.032004000000000005,0.75488,False,False,True
llama,0,191,3,")]

",punct/symbol,)],0.46411044695306963,0.46411044695306963,0.02500000000000001,0.04340999999999998,0.08499999999999998,0.742,0.05264099999999997,0.801966,False,False,False
llama,0,191,3,")]
",punct/symbol,)],0.07117364220487292,0.46411044695306963,0.030000000000000006,0.044999999999999984,0.08499999999999998,0.714,0.05264099999999997,0.801966,False,False,False
llama,0,192,2, ≈,punct/symbol, =,0.06737152067814214,0.9300351205830577,0.055,0.049420000000000026,0.09500000000000001,0.39,0.03729800000000001,0.749325,False,False,True
llama,0,194,2,[,punct/symbol,[(,0.13235906976303713,0.8630894499716334,0.03500000000000002,0.04541000000000003,0.08524999999999983,0.614,0.04592200000000001,0.771676,False,False,True
llama,0,195,2,386,digit,Σ,0.11835966963279879,0.8745661866394403,0.07000000000000002,0.04702000000000002,0.09000000000000002,0.178,0.03582800000000002,0.785232,False,False,True
llama,0,209,2,")]

",punct/symbol,)],0.11863043113906321,0.8765668454175458,0.055000000000000014,0.048100000000000025,0.08524999999999981,0.364,0.0317055,0.739768,False,False,True
llama,0,210,2, ≈,punct/symbol, =,0.08447546306992021,0.9081968105980248,0.04999999999999999,0.05045000000000001,0.09499999999999999,0.496,0.06544500000000003,0.715,False,False,False
llama,0,211,2, ,whitespace, √,0.05979750770875125,0.9353903728030944,0.06500000000000003,0.04915000000000002,0.09000000000000004,0.226,0.014923499999999994,0.771996,False,False,True
llama,0,212,2,[,punct/symbol,[(,0.3967153854694452,0.5772174799049931,0.045000000000000005,0.042820000000000025,0.0852499999999998,0.444,0.013330000000000002,0.774073,False,False,True
llama,0,214,2,x,word,(x,0.16490722809449626,0.7390629217708501,0.020000000000000014,0.04526000000000002,0.08000000000000004,0.828,0.04920849999999999,0.763649,False,False,True
llama,0,215,2,^,punct/symbol, -,0.09405808841090403,0.8923983626043694,0.025000000000000015,0.05103,0.09499999999999999,0.83,0.077384,0.717616,False,False,False
llama,0,225,5,We,word,Now,0.259464960952171,0.259464960952171,0.04000000000000002,0.046870000000000016,0.09500000000000004,0.528,0.013280500000000027,0.765704,False,False,True
llama,0,225,5,where,word,Now,0.20207151476914226,0.259464960952171,0.034999999999999996,0.045190000000000015,0.08499999999999999,0.692,0.013280500000000027,0.765704,False,False,True
llama,0,225,5,The,word,Now,0.1081611005521345,0.259464960952171,0.014999999999999996,0.04390000000000002,0.08499999999999999,0.972,0.013280500000000027,0.765704,False,False,True
llama,0,225,5,Using,word,Now,0.07433796479171435,0.259464960952171,0.05500000000000002,0.04754000000000002,0.09500000000000003,0.328,0.013280500000000027,0.765704,False,False,True
llama,0,226,2, we,word,",",0.2940029611940089,0.7052764399614754,0.04500000000000002,0.04722000000000001,0.09000000000000005,0.474,0.04323150000000002,0.760884,False,False,True
llama,0,228,2, need,word, can,0.21341476450566582,0.7448907425102018,0.08000000000000003,0.045190000000000015,0.08500000000000003,0.068,0.040591,0.741703,False,False,True
llama,0,229,4, estimate,word, plug,0.22255211187146098,0.5338747309672348,0.06000000000000002,0.045760000000000016,0.08500000000000002,0.246,0.01601950000000002,0.76898,False,False,True
llama,0,229,4, calculate,word, plug,0.10512617388995468,0.5338747309672348,0.07000000000000002,0.04847000000000003,0.09024999999999982,0.192,0.01601950000000002,0.76898,False,False,True
llama,0,229,4, use,word, plug,0.06376224760253923,0.5338747309672348,0.054999999999999966,0.04054999999999997,0.07999999999999997,0.236,0.01601950000000002,0.76898,False,False,True
llama,0,240,2, √,punct/symbol, s,0.08387958246810066,0.9017905374703069,0.09999999999999998,0.05289,0.09999999999999998,0.056,0.012021499999999994,0.75649,False,False,True
llama,0,244,2,40,digit,n,0.24439083107432846,0.7527767107272371,0.04000000000000001,0.048550000000000024,0.09500000000000004,0.598,0.040357500000000004,0.743676,False,False,True
llama,0,245,3, =,punct/symbol,"
",0.25794015569707524,0.618766303705085,0.05000000000000002,0.048700000000000014,0.09000000000000005,0.424,0.0473695,0.762393,False,False,True
llama,0,245,3,"

",whitespace,"
",0.12184230216010804,0.618766303705085,0.04000000000000001,0.046580000000000024,0.09000000000000004,0.572,0.0473695,0.762393,False,False,True
llama,0,252,3,[(,punct/symbol,(,0.25440593348616714,0.6102881266666064,0.12000000000000005,0.04804000000000002,0.09000000000000004,0.004,0.03608799999999998,0.733029,False,True,True
llama,0,252,3,[,punct/symbol,(,0.08259352386280308,0.6102881266666064,0.06000000000000001,0.050100000000000006,0.095,0.338,0.03608799999999998,0.733029,False,False,True
llama,0,253,2,Σ,word,386,0.46708481727205164,0.5292764381428265,0.055000000000000014,0.04906000000000001,0.09500000000000004,0.388,0.021853499999999963,0.736096,False,False,True
llama,0,254,4,)),punct/symbol,),0.21372873391953723,0.580974968261842,0.06999999999999998,0.05574999999999999,0.10524999999999977,0.29,0.011908999999999972,0.716975,False,False,True
llama,0,254,4, /,punct/symbol,),0.11440074743332666,0.580974968261842,0.04499999999999999,0.049980000000000024,0.09024999999999979,0.57,0.011908999999999972,0.716975,False,False,True
llama,0,254,4,/,punct/symbol,),0.08909539168502881,0.580974968261842,0.025,0.04719000000000002,0.09500000000000003,0.852,0.011908999999999972,0.716975,False,False,True
llama,0,256,2, ,whitespace, √,0.1632268704729227,0.8289344710931899,0.02500000000000001,0.05108000000000002,0.09500000000000004,0.846,0.023326000000000013,0.729113,False,False,True
llama,0,257,2,39,digit,40,0.22135653760365384,0.7726102321130505,0.10499999999999998,0.04965000000000002,0.095,0.044,0.05052050000000001,0.748843,False,False,False
llama,0,258,2,")
",punct/symbol,")

",0.45849374005309085,0.40461930545127933,0.05499999999999998,0.05235999999999998,0.10499999999999995,0.386,0.045133999999999966,0.700783,False,False,True
llama,0,259,3,We,word,To,0.21251673395221524,0.6545976441051737,0.03500000000000002,0.05061000000000002,0.09499999999999999,0.676,0.07835549999999995,0.740756,False,False,False
llama,0,259,3,5,digit,To,0.05373265151965378,0.6545976441051737,0.020000000000000004,0.04885000000000001,0.095,0.932,0.07835549999999995,0.740756,False,False,False
llama,0,262,3, Z,word, confidence,0.3453208487738103,0.5024388702545642,0.06499999999999997,0.05179999999999996,0.09524999999999977,0.264,0.02488350000000001,0.682273,False,False,True
llama,0,262,3, desired,word, confidence,0.08731078382692219,0.5024388702545642,0.04999999999999997,0.05439999999999999,0.10499999999999998,0.514,0.02488350000000001,0.682273,False,False,True
llama,0,263,2, level,word, interval,0.20175136350098585,0.7979420859294455,0.07499999999999996,0.051159999999999956,0.09499999999999999,0.21,0.082063,0.697937,False,False,False
llama,0,266,2,'ll,mixed, need,0.06613559064390656,0.8056964816301999,0.08999999999999998,0.048769999999999994,0.09499999999999999,0.066,0.07120700000000002,0.671827,False,False,False
llama,0,268,2, add,word, find,0.1539380772734066,0.6899025573036848,0.06000000000000001,0.04918000000000002,0.09000000000000004,0.376,0.02587899999999998,0.719121,False,False,True
llama,0,270,4, critical,word, Z,0.18891195422294063,0.3999266102282981,0.030000000000000016,0.05091999999999999,0.09999999999999998,0.726,0.028745500000000028,0.711518,False,False,True
llama,0,270,4, values,word, Z,0.14712477788037553,0.3999266102282981,0.05000000000000002,0.05147000000000001,0.09999999999999998,0.442,0.028745500000000028,0.711518,False,False,True
llama,0,270,4, value,word, Z,0.06949681586547395,0.3999266102282981,0.02,0.04676000000000002,0.08999999999999998,0.912,0.028745500000000028,0.711518,False,False,True
llama,0,271,2,-s,mixed,-score,0.18239851701978155,0.8174534036304109,0.04000000000000001,0.05188000000000001,0.09049999999999957,0.686,0.038648999999999975,0.716824,False,False,True
llama,0,274,2, our,word, the,0.09426761579281404,0.8943861699285938,0.055,0.04554000000000002,0.08500000000000002,0.342,0.04738300000000005,0.754523,False,False,True
llama,0,279,4, Since,word, Let,0.1775018813904991,0.6195424047199496,0.10999999999999999,0.05417,0.10499999999999998,0.046,0.044067000000000016,0.644838,False,False,True
llama,0,279,4, In,word, Let,0.09500991059788692,0.6195424047199496,0.10999999999999999,0.0551,0.10049999999999955,0.046,0.044067000000000016,0.644838,False,False,True
llama,0,279,4, For,word, Let,0.0739937927731785,0.6195424047199496,0.11499999999999999,0.052450000000000004,0.09999999999999998,0.02,0.044067000000000016,0.644838,False,False,True
llama,0,281,2, say,word, assume,0.23509382350703406,0.7241399994050344,0.024999999999999994,0.05097999999999998,0.09499999999999997,0.874,0.05754899999999997,0.692451,False,False,False
llama,0,284,2, to,word, a,0.1792198170099214,0.8032075429562516,0.02500000000000001,0.04902000000000001,0.09999999999999999,0.876,0.1248185,0.715,False,False,False
llama,0,285,2, confidence,word, ,0.19361641104991995,0.7657677376973034,0.10000000000000003,0.05439000000000003,0.11000000000000004,0.076,0.12083250000000002,0.590181,False,False,False
llama,0,286,2,2,digit,95,0.06457568848362173,0.8914399819146906,0.02500000000000002,0.051100000000000007,0.09499999999999999,0.804,0.03101349999999998,0.706689,False,False,True
llama,0,289,2, level,word, interval,0.3208188614555213,0.6791735147900496,0.06499999999999996,0.05294999999999999,0.0952499999999998,0.328,0.016654999999999993,0.692645,False,False,True
llama,0,290,2,",",punct/symbol, (,0.08022457601954666,0.8624955003378997,0.02499999999999994,0.051719999999999954,0.095,0.91,0.02028500000000001,0.676276,False,False,True
llama,0,291,5,this,word,which,0.16060664504196515,0.4947032646198454,0.054999999999999966,0.050609999999999954,0.09999999999999998,0.372,0.019336499999999993,0.692898,False,False,True
llama,0,291,5,i,word,which,0.12508058092515362,0.4947032646198454,0.11,0.048680000000000015,0.09,0.014,0.019336499999999993,0.692898,False,False,True
llama,0,291,5,since,word,which,0.08596654225480467,0.4947032646198454,0.035,0.054270000000000006,0.09999999999999998,0.814,0.019336499999999993,0.692898,False,False,True
llama,0,291,5,a,word,which,0.052141343587020654,0.4947032646198454,0.07999999999999999,0.05087999999999998,0.095,0.118,0.019336499999999993,0.692898,False,False,True
llama,0,292,2, corresponds,word, is,0.10093705339394823,0.845135676382171,0.03999999999999995,0.05177999999999998,0.095,0.642,0.020533499999999996,0.707333,False,False,True
llama,0,294,3, reasonable,word, common,0.07432435434993642,0.7990621493836388,0.03000000000000002,0.05020000000000002,0.09000000000000002,0.772,0.048450500000000014,0.718376,False,False,True
llama,0,294,3, commonly,word, common,0.0655910125004188,0.7990621493836388,0.05500000000000001,0.05134000000000002,0.09524999999999981,0.43,0.048450500000000014,0.718376,False,False,True
llama,0,295,4, and,word, choice,0.2500916878005332,0.5999387710912317,0.06999999999999997,0.05226999999999998,0.09524999999999977,0.242,0.03543650000000004,0.671584,False,False,True
